0, 0.006145479
0.03333334, 0.02947676
0.06666667, 0.07249084
0.1, 0.1306086
0.1333333, 0.1996991
0.1666667, 0.2761006
0.2, 0.3566269
0.2333333, 0.4385605
0.2666667, 0.5196355
0.3, 0.5980126
0.3333333, 0.6722478
0.3666667, 0.7412573
0.4, 0.8042798
0.4333333, 0.8608373
0.4666667, 0.9106962
0.5, 0.9538295
0.5333334, 0.9903801
0.5666667, 1.020627
0.6000001, 1.044956
0.6333334, 1.063826
0.6666668, 1.077751
0.7000002, 1.087274
0.7333335, 1.092947
0.7666669, 1.09532
0.8000003, 1.094926
0.8333336, 1.092268
0.866667, 1.087818
0.9000003, 1.082006
0.9333337, 1.075217
0.9666671, 1.067795
1, 1.060033
1.033334, 1.052185
1.066667, 1.044458
1.1, 1.037021
1.133334, 1.030005
1.166667, 1.023506
1.2, 1.017592
1.233333, 1.012304
1.266667, 1.00766
1.3, 1.003658
1.333333, 1.000282
1.366667, 0.9975038
1.4, 0.9952837
1.433333, 0.9935768
1.466667, 0.9923332
1.5, 0.9915006
1.533333, 0.9910259
1.566666, 0.9908568
1.6, 0.9909427
1.633333, 0.9912359
1.666666, 0.991692
1.7, 0.9922708
1.733333, 0.992936
1.766666, 0.9936558
1.8, 0.9944028
1.833333, 0.9951538
1.866666, 0.9958895
1.899999, 0.9965947
1.933333, 0.9972575
1.966666, 0.9978691
1.999999, 0.9984236
2.033333, 0.9989178
2.066666, 0.9993501
2.099999, 0.999721
2.133333, 1.000032
2.166666, 1.000287
2.199999, 1.000489
2.233333, 1.000643
2.266666, 1.000754
2.299999, 1.000826
2.333333, 1.000866
2.366666, 1.000876
2.399999, 1.000864
2.433332, 1.000832
2.466666, 1.000786
2.499999, 1.000728
2.533332, 1.000664
2.566666, 1.000594
2.599999, 1.000522
2.633332, 1.00045
2.666666, 1.00038
2.699999, 1.000314
2.733332, 1.000251
2.766665, 1.000194
2.799999, 1.000142
2.833332, 1.000096
2.866665, 1.000055
2.899999, 1.000021
2.933332, 0.9999924
2.966665, 0.999969
2.999999, 0.9999506
3.033332, 0.9999367
3.066665, 0.9999269
3.099998, 0.9999206
3.133332, 0.9999174
3.166665, 0.9999169
3.199998, 0.9999185
3.233332, 0.9999219
3.266665, 0.9999265
3.299998, 0.9999321
