0, 0.006238497
0.03333334, 0.03009255
0.06666667, 0.07453912
0.1, 0.1353522
0.1333333, 0.2085371
0.1666667, 0.2903948
0.2, 0.3775701
0.2333333, 0.4670826
0.2666667, 0.556345
0.3, 0.6431677
0.3333333, 0.7257532
0.3666667, 0.8026823
0.4, 0.8728912
0.4333333, 0.9356453
0.4666667, 0.9905068
0.5, 1.037301
0.5333334, 1.076082
0.5666667, 1.107095
0.6000001, 1.130741
0.6333334, 1.147546
0.6666668, 1.158125
0.7000002, 1.163157
0.7333335, 1.163356
0.7666669, 1.159449
0.8000003, 1.152154
0.8333336, 1.142166
0.866667, 1.130143
0.9000003, 1.116692
0.9333337, 1.102365
0.9666671, 1.087652
1, 1.072978
1.033334, 1.058705
1.066667, 1.045127
1.1, 1.032478
1.133334, 1.020934
1.166667, 1.010614
1.2, 1.001591
1.233333, 0.9938949
1.266667, 0.9875157
1.3, 0.9824136
1.333333, 0.9785227
1.366667, 0.9757566
1.4, 0.9740142
1.433333, 0.9731839
1.466667, 0.9731486
1.5, 0.9737887
1.533333, 0.974986
1.566666, 0.9766263
1.6, 0.9786017
1.633333, 0.9808121
1.666666, 0.9831668
1.7, 0.9855851
1.733333, 0.9879971
1.766666, 0.9903436
1.8, 0.9925759
1.833333, 0.9946556
1.866666, 0.996554
1.899999, 0.998251
1.933333, 0.9997349
1.966666, 1.001001
1.999999, 1.00205
2.033333, 1.002889
2.066666, 1.00353
2.099999, 1.003985
2.133333, 1.004272
2.166666, 1.004409
2.199999, 1.004415
2.233333, 1.00431
2.266666, 1.004114
2.299999, 1.003844
2.333333, 1.00352
2.366666, 1.003156
2.399999, 1.002769
2.433332, 1.002372
2.466666, 1.001976
2.499999, 1.00159
2.533332, 1.001223
2.566666, 1.000881
2.599999, 1.000569
2.633332, 1.000289
2.666666, 1.000045
2.699999, 0.9998372
2.733332, 0.9996646
2.766665, 0.9995265
2.799999, 0.9994211
2.833332, 0.9993461
2.866665, 0.9992989
2.899999, 0.9992763
2.933332, 0.9992752
2.966665, 0.9992924
2.999999, 0.9993247
3.033332, 0.999369
3.066665, 0.9994224
3.099998, 0.9994821
3.133332, 0.9995458
3.166665, 0.9996111
3.199998, 0.9996763
3.233332, 0.9997398
3.266665, 0.9998001
3.299998, 0.9998563
