0, 0.006055194
0.03333334, 0.02888389
0.06666667, 0.07053843
0.1, 0.1261379
0.1333333, 0.1914673
0.1666667, 0.2629433
0.2, 0.3375703
0.2333333, 0.4128928
0.2666667, 0.4869433
0.3, 0.5581899
0.3333333, 0.6254836
0.3666667, 0.6880076
0.4, 0.7452285
0.4333333, 0.796851
0.4666667, 0.8427764
0.5, 0.883064
0.5333334, 0.9178976
0.5666667, 0.9475553
0.6000001, 0.9723833
0.6333334, 0.9927735
0.6666668, 1.009145
0.7000002, 1.021928
0.7333335, 1.03155
0.7666669, 1.038429
0.8000003, 1.042963
0.8333336, 1.045523
0.866667, 1.046454
0.9000003, 1.046069
0.9333337, 1.044647
0.9666671, 1.042436
1, 1.039652
1.033334, 1.03648
1.066667, 1.033076
1.1, 1.029572
1.133334, 1.026072
1.166667, 1.02266
1.2, 1.019402
1.233333, 1.016343
1.266667, 1.013518
1.3, 1.010946
1.333333, 1.008638
1.366667, 1.006595
1.4, 1.004813
1.433333, 1.003281
1.466667, 1.001985
1.5, 1.000907
1.533333, 1.000028
1.566666, 0.9993299
1.6, 0.9987913
1.633333, 0.9983927
1.666666, 0.998115
1.7, 0.99794
1.733333, 0.9978508
1.766666, 0.997832
1.8, 0.9978695
1.833333, 0.9979509
1.866666, 0.9980651
1.899999, 0.9982026
1.933333, 0.9983553
1.966666, 0.9985164
1.999999, 0.9986802
2.033333, 0.9988423
2.066666, 0.998999
2.099999, 0.9991477
2.133333, 0.9992864
2.166666, 0.9994138
2.199999, 0.9995292
2.233333, 0.9996322
2.266666, 0.9997228
2.299999, 0.9998015
2.333333, 0.9998688
2.366666, 0.9999253
2.399999, 0.999972
2.433332, 1.00001
2.466666, 1.000039
2.499999, 1.000062
2.533332, 1.000078
2.566666, 1.000089
2.599999, 1.000096
2.633332, 1.000099
2.666666, 1.000099
2.699999, 1.000096
2.733332, 1.000092
2.766665, 1.000086
2.799999, 1.000079
2.833332, 1.000072
2.866665, 1.000064
2.899999, 1.000057
2.933332, 1.000049
2.966665, 1.000042
2.999999, 1.000035
3.033332, 1.000029
3.066665, 1.000023
3.099998, 1.000018
3.133332, 1.000014
3.166665, 1.00001
3.199998, 1.000006
3.233332, 1.000003
3.266665, 1.000001
3.299998, 0.9999988
