0, 0.006334374
0.03333334, 0.03073257
0.06666667, 0.07668985
0.1, 0.1403911
0.1333333, 0.2180407
0.1666667, 0.3059563
0.2, 0.4006482
0.2333333, 0.4988839
0.2666667, 0.5977387
0.3, 0.6946318
0.3333333, 0.7873493
0.3666667, 0.8740554
0.4, 0.9532924
0.4333333, 1.023971
0.4666667, 1.085352
0.5, 1.137024
0.5333334, 1.178871
0.5666667, 1.211041
0.6000001, 1.233909
0.6333334, 1.248039
0.6666668, 1.254147
0.7000002, 1.253064
0.7333335, 1.245703
0.7666669, 1.233021
0.8000003, 1.215995
0.8333336, 1.195589
0.866667, 1.172737
0.9000003, 1.148318
0.9333337, 1.123143
0.9666671, 1.097943
1, 1.07336
1.033334, 1.049941
1.066667, 1.028136
1.1, 1.008299
1.133334, 0.9906911
1.166667, 0.9754838
1.2, 0.9627675
1.233333, 0.9525581
1.266667, 0.9448061
1.3, 0.9394057
1.333333, 0.9362047
1.366667, 0.9350138
1.4, 0.9356159
1.433333, 0.9377754
1.466667, 0.9412462
1.5, 0.9457789
1.533333, 0.9511283
1.566666, 0.9570584
1.6, 0.9633475
1.633333, 0.9697921
1.666666, 0.9762099
1.7, 0.9824414
1.733333, 0.9883518
1.766666, 0.9938308
1.8, 0.9987925
1.833333, 1.003175
1.866666, 1.006938
1.899999, 1.010063
1.933333, 1.012549
1.966666, 1.014411
1.999999, 1.015679
2.033333, 1.016394
2.066666, 1.016606
2.099999, 1.016372
2.133333, 1.015751
2.166666, 1.014808
2.199999, 1.013605
2.233333, 1.012206
2.266666, 1.01067
2.299999, 1.009052
2.333333, 1.007404
2.366666, 1.005771
2.399999, 1.004193
2.433332, 1.002702
2.466666, 1.001327
2.499999, 1.000087
2.533332, 0.9989973
2.566666, 0.9980672
2.599999, 0.9973005
2.633332, 0.9966966
2.666666, 0.9962507
2.699999, 0.9959548
2.733332, 0.9957979
2.766665, 0.9957668
2.799999, 0.9958469
2.833332, 0.9960225
2.866665, 0.9962774
2.899999, 0.9965953
2.933332, 0.9969605
2.966665, 0.9973579
2.999999, 0.9977735
3.033332, 0.9981945
3.066665, 0.9986095
3.099998, 0.999009
3.133332, 0.9993845
3.166665, 0.9997295
3.199998, 1.000039
3.233332, 1.00031
3.266665, 1.000539
3.299998, 1.000727
